hs1	107830596	109347192	hs5	65110520	65107866	type=3
hs1	107830596	109347192	hs5	65110520	65107866	type=3
hs1	107830596	109347192	hs5	65110520	65107866	type=3
hs1	52024119	57999533	hs8	92424852	92418943	type=3
hs1	52024119	57999533	hs8	92424852	92418943	type=3
hs1	52024119	57999533	hs8	92424852	92418943	type=3
hs1	74448239	84435815	hs3	67905262	67909269	type=2
hs1	74448239	84435815	hs3	67905262	67909269	type=2
hs11	121767770	131291335	hs18	5932082	5934528	type=3
hs11	121767770	131291335	hs18	5932082	5934528	type=3
hs11	121767770	131291335	hs18	5932082	5934528	type=3
hs12	129869778	129876473	hs6	139806559	139802756	type=3
hs12	129869778	129876473	hs6	139806559	139802756	type=3
hs12	129869778	129876473	hs6	139806559	139802756	type=3
hs15	61511975	68872558	hs7	5109632	5107719	type=2
hs15	61511975	68872558	hs7	5109632	5107719	type=2
hs16	83404428	83395531	hs12	49858828	49856213	type=4
hs16	83404428	83395531	hs12	49858828	49856213	type=4
hs16	83404428	83395531	hs12	49858828	49856213	type=4
hs16	83404428	83395531	hs12	49858828	49856213	type=4
hs18	5932082	5934528	hs2	121290797	121293605	type=3
hs18	5932082	5934528	hs2	121290797	121293605	type=3
hs18	5932082	5934528	hs2	121290797	121293605	type=3
hs2	232713558	237288321	hs12	129869778	129876473	type=3
hs2	232713558	237288321	hs12	129869778	129876473	type=3
hs2	232713558	237288321	hs12	129869778	129876473	type=3
hs2	88412299	89040624	hs3	115686115	115691678	type=3
hs2	88412299	89040624	hs3	115686115	115691678	type=3
hs2	88412299	89040624	hs3	115686115	115691678	type=3
hs20	1877389	6657699	hs13	40871768	40872748	type=2
hs20	1877389	6657699	hs13	40871768	40872748	type=2
hs20	29877360	30882881	hs20	29767699	29764703	type=2
hs20	29877360	30882881	hs20	29767699	29764703	type=2
hs22	25924539	25923928	hs4	34628300	34627681	type=3
hs22	25924539	25923928	hs4	34628300	34627681	type=3
hs22	25924539	25923928	hs4	34628300	34627681	type=3
hs3	115686115	115691678	hs9	107986836	107979517	type=3
hs3	115686115	115691678	hs9	107986836	107979517	type=3
hs3	115686115	115691678	hs9	107986836	107979517	type=3
hs3	169029221	169019912	hs2	103462892	103461161	type=3
hs3	169029221	169019912	hs2	103462892	103461161	type=3
hs3	169029221	169019912	hs2	103462892	103461161	type=3
hs3	174067967	174992643	hs10	110645020	110654216	type=2
hs3	174067967	174992643	hs10	110645020	110654216	type=2
hs3	179959393	183334328	hs15	52613912	52610439	type=2
hs3	179959393	183334328	hs15	52613912	52610439	type=2
hs3	192080134	193972184	hs7	111387708	111392194	type=4
hs3	192080134	193972184	hs7	111387708	111392194	type=4
hs3	192080134	193972184	hs7	111387708	111392194	type=4
hs3	192080134	193972184	hs7	111387708	111392194	type=4
hs4	34401840	34418932	hs22	25924539	25923928	type=3
hs4	34401840	34418932	hs22	25924539	25923928	type=3
hs4	34401840	34418932	hs22	25924539	25923928	type=3
hs5	65110520	65107866	hs6	52741778	52732689	type=3
hs5	65110520	65107866	hs6	52741778	52732689	type=3
hs5	65110520	65107866	hs6	52741778	52732689	type=3
hs6	19467564	22797787	hs1	168629424	168636621	type=2
hs6	19467564	22797787	hs1	168629424	168636621	type=2
hs6	32474781	32474493	hs6	32482947	32483781	type=4
hs6	32474781	32474493	hs6	32482947	32483781	type=4
hs6	32474781	32474493	hs6	32482947	32483781	type=4
hs6	32474781	32474493	hs6	32482947	32483781	type=4
hs6	32482947	32483781	hs6	32487342	32493143	type=4
hs6	32482947	32483781	hs6	32487342	32493143	type=4
hs6	32482947	32483781	hs6	32487342	32493143	type=4
hs6	32482947	32483781	hs6	32487342	32493143	type=4
hs6	32482950	32484886	hs6	32485877	32485549	type=3
hs6	32482950	32484886	hs6	32485877	32485549	type=3
hs6	32482950	32484886	hs6	32485877	32485549	type=3
hs6	32487363	32591658	hs6	32482950	32484886	type=3
hs6	32487363	32591658	hs6	32482950	32484886	type=3
hs6	32487363	32591658	hs6	32482950	32484886	type=3
hs6	32501013	32530979	hs6	32474781	32474493	type=4
hs6	32501013	32530979	hs6	32474781	32474493	type=4
hs6	32501013	32530979	hs6	32474781	32474493	type=4
hs6	32501013	32530979	hs6	32474781	32474493	type=4
hs6	32529437	32578771	hs5	110787896	110789623	type=2
hs6	32529437	32578771	hs5	110787896	110789623	type=2
hs6	55984177	63302052	hs3	169029221	169019912	type=3
hs6	55984177	63302052	hs3	169029221	169019912	type=3
hs6	55984177	63302052	hs3	169029221	169019912	type=3
hs7	111387708	111392194	hs16	83404428	83395531	type=4
hs7	111387708	111392194	hs16	83404428	83395531	type=4
hs7	111387708	111392194	hs16	83404428	83395531	type=4
hs7	111387708	111392194	hs16	83404428	83395531	type=4
hs7	63009765	68170786	hs7	98453527	98453215	type=3
hs7	63009765	68170786	hs7	98453527	98453215	type=3
hs7	63009765	68170786	hs7	98453527	98453215	type=3
hs7	98453527	98453215	hs7	45849439	45842747	type=3
hs7	98453527	98453215	hs7	45849439	45842747	type=3
hs7	98453527	98453215	hs7	45849439	45842747	type=3
hs8	127753722	134594392	hs9	2650348	2655876	type=3
hs8	127753722	134594392	hs9	2650348	2655876	type=3
hs8	127753722	134594392	hs9	2650348	2655876	type=3
hs8	135271430	142172851	hs5	122936260	122945854	type=2
hs8	135271430	142172851	hs5	122936260	122945854	type=2
hs8	92424852	92418943	hs17	69875935	69884635	type=3
hs8	92424852	92418943	hs17	69875935	69884635	type=3
hs8	92424852	92418943	hs17	69875935	69884635	type=3
hs9	2650348	2655876	hsX	76986703	76998724	type=3
hs9	2650348	2655876	hsX	76986703	76998724	type=3
hs9	2650348	2655876	hsX	76986703	76998724	type=3
hs9	27041084	28943782	hs9	34733184	34726529	type=2
hs9	27041084	28943782	hs9	34733184	34726529	type=2
hsX	52861014	55652526	hs12	51763158	51763502	type=2
