hs10	105389790	105517849	type=1
hs10	114624956	116633228	type=1
hs10	133346930	133627695	type=1
hs10	42892382	49019062	type=1
hs10	62119660	66320298	type=1
hs10	71911615	72150986	type=1
hs10	74045425	74132677	type=1
hs10	77845636	81075041	type=1
hs10	82191174	82210505	type=1
hs10	8236013	13857439	type=1
hs10	82705008	82900918	type=1
hs10	8845288	16788079	type=1
hs10	90438397	96074895	type=1
hs10	98005140	98037740	type=1
hs11	109778210	109785204	type=1
hs11	11194443	11200156	type=1
hs11	121872042	124708958	type=1
hs11	14298041	14300507	type=1
hs11	27362178	37238538	type=1
hs11	36536921	36557636	type=1
hs11	56697712	56708338	type=1
hs11	74868804	74897249	type=1
hs11	82919727	83408267	type=1
hs11	83019199	83867504	type=1
hs11	9771053	9810919	type=1
hs11	99383912	99404517	type=1
hs12	11028447	11088810	type=1
hs12	11350315	11398212	type=1
hs12	24539337	25170130	type=1
hs12	30024594	30040446	type=1
hs12	43627476	49465835	type=1
hs12	44544150	47985127	type=1
hs12	79760921	79769039	type=1
hs12	82734165	92053170	type=1
hs12	89965732	94016697	type=1
hs13	107862169	108186976	type=1
hs13	27727457	27736157	type=1
hs13	58258868	61909503	type=1
hs13	66720467	67403076	type=1
hs13	79409509	79416407	type=1
hs13	86822661	86987324	type=1
hs14	20065428	20117726	type=1
hs14	43608765	43970015	type=1
hs14	47755770	56251718	type=1
hs14	63978019	64645117	type=1
hs14	66919031	66929821	type=1
hs14	66920029	66950813	type=1
hs15	23125282	23321770	type=1
hs15	33255913	39131042	type=1
hs15	47301343	48202765	type=1
hs15	55311214	55365032	type=1
hs15	97874098	98202528	type=1
hs16	12988715	14609702	type=1
hs16	14055594	15338053	type=1
hs16	32082558	33083685	type=1
hs16	32101661	33082547	type=1
hs16	4128783	4140030	type=1
hs16	78881787	78996413	type=1
hs16	8262647	8557289	type=1
hs16	86629531	86665661	type=1
hs17	26749676	26947634	type=1
hs17	36109416	36187341	type=1
hs17	36182408	36195938	type=1
hs17	37530402	39332233	type=1
hs17	38168453	38231894	type=1
hs17	45512138	45520121	type=1
hs17	46433389	50842952	type=1
hs17	54621825	55070993	type=1
hs17	54638384	55488886	type=1
hs17	58077920	60592512	type=1
hs17	65457511	68506279	type=1
hs17	69969891	76294669	type=1
hs18	1772860	7826498	type=1
hs18	2502333	2548495	type=1
hs18	794545	10419027	type=1
hs19	43323510	43329386	type=1
hs19	5038816	8015317	type=1
hs1	102461638	105571334	type=1
hs1	11371785	13388077	type=1
hs1	171238563	173600992	type=1
hs1	191339080	191374885	type=1
hs1	234626324	236265874	type=1
hs1	245853444	245891563	type=1
hs1	36598467	36613024	type=1
hs1	48356657	48695878	type=1
hs1	69294411	72439578	type=1
hs1	72292041	72563333	type=1
hs20	13912992	14009996	type=1
hs20	19000381	19047906	type=1
hs20	43464134	43472993	type=1
hs20	63653831	63709082	type=1
hs20	6396690	11985576	type=1
hs21	26857366	32284182	type=1
hs21	8988143	9019000	type=1
hs22	10686523	16897943	type=1
hs22	18890485	18896990	type=1
hs22	20465671	20509764	type=1
hs22	34814777	39861185	type=1
hs2	134715327	135631060	type=1
hs2	138087945	143578334	type=1
hs2	141991089	141999488	type=1
hs2	148027884	148106260	type=1
hs2	148479189	148530761	type=1
hs2	208552000	209806902	type=1
hs2	210932296	211021063	type=1
hs2	215243454	215256946	type=1
hs2	35613572	43277638	type=1
hs2	44139576	45479449	type=1
hs2	57208660	57214772	type=1
hs2	57236407	65053760	type=1
hs2	66836949	69482803	type=1
hs2	68967494	72442880	type=1
hs2	76928048	77108009	type=1
hs3	102775543	110110174	type=1
hs3	112694915	119729382	type=1
hs3	126011697	126058001	type=1
hs3	145634235	151551057	type=1
hs3	17392005	17447803	type=1
hs3	3903805	5494676	type=1
hs3	39835571	39955984	type=1
hs3	48636539	48698149	type=1
hs3	82035360	82874424	type=1
hs3	83960949	83964211	type=1
hs4	132209979	132357087	type=1
hs4	147835942	150028526	type=1
hs4	150279424	150340784	type=1
hs4	152460612	156700314	type=1
hs4	177347692	177358892	type=1
hs4	34386322	34403666	type=1
hs4	34681878	34687040	type=1
hs4	36121587	37052258	type=1
hs4	42466436	46322470	type=1
hs4	42745026	47936080	type=1
hs4	60896454	61217011	type=1
hs4	76637883	78875952	type=1
hs4	89369754	89466154	type=1
hs5	108231815	113658184	type=1
